Fund_Name,NAV,Date
SBI Small Cap Fund - Direct Plan - Growth,181.5325,21-01-2026
SBI Small Cap Fund - Direct Plan - Growth,181.835,20-01-2026
SBI Small Cap Fund - Direct Plan - Growth,185.4042,19-01-2026
SBI Small Cap Fund - Direct Plan - Growth,186.9719,16-01-2026
SBI Small Cap Fund - Direct Plan - Growth,187.3375,14-01-2026
SBI Small Cap Fund - Direct Plan - Growth,187.6594,13-01-2026
SBI Small Cap Fund - Direct Plan - Growth,186.1837,12-01-2026
SBI Small Cap Fund - Direct Plan - Growth,187.0971,09-01-2026
SBI Small Cap Fund - Direct Plan - Growth,190.16,08-01-2026
SBI Small Cap Fund - Direct Plan - Growth,193.3173,07-01-2026
SBI Small Cap Fund - Direct Plan - Growth,193.7027,06-01-2026
SBI Small Cap Fund - Direct Plan - Growth,194.3786,05-01-2026
SBI Small Cap Fund - Direct Plan - Growth,194.574,02-01-2026
SBI Small Cap Fund - Direct Plan - Growth,193.6417,01-01-2026
SBI Small Cap Fund - Direct Plan - Growth,193.7724,31-12-2025
SBI Small Cap Fund - Direct Plan - Growth,191.9501,30-12-2025
SBI Small Cap Fund - Direct Plan - Growth,192.541,29-12-2025
SBI Small Cap Fund - Direct Plan - Growth,192.5913,26-12-2025
SBI Small Cap Fund - Direct Plan - Growth,193.2848,24-12-2025
SBI Small Cap Fund - Direct Plan - Growth,193.2652,23-12-2025
SBI Small Cap Fund - Direct Plan - Growth,192.2573,22-12-2025
SBI Small Cap Fund - Direct Plan - Growth,191.1157,19-12-2025
SBI Small Cap Fund - Direct Plan - Growth,189.542,18-12-2025
SBI Small Cap Fund - Direct Plan - Growth,190.0621,17-12-2025
SBI Small Cap Fund - Direct Plan - Growth,191.3143,16-12-2025
SBI Small Cap Fund - Direct Plan - Growth,193.1325,15-12-2025
SBI Small Cap Fund - Direct Plan - Growth,192.3377,12-12-2025
SBI Small Cap Fund - Direct Plan - Growth,191.4952,11-12-2025
SBI Small Cap Fund - Direct Plan - Growth,191.2557,10-12-2025
SBI Small Cap Fund - Direct Plan - Growth,191.3573,09-12-2025
SBI Small Cap Fund - Direct Plan - Growth,190.1591,08-12-2025
SBI Small Cap Fund - Direct Plan - Growth,193.1451,05-12-2025
SBI Small Cap Fund - Direct Plan - Growth,193.4599,04-12-2025
SBI Small Cap Fund - Direct Plan - Growth,194.3355,03-12-2025
SBI Small Cap Fund - Direct Plan - Growth,194.4312,02-12-2025
SBI Small Cap Fund - Direct Plan - Growth,195.3626,01-12-2025
SBI Small Cap Fund - Direct Plan - Growth,194.979,30-11-2025
SBI Small Cap Fund - Direct Plan - Growth,194.9784,28-11-2025
SBI Small Cap Fund - Direct Plan - Growth,195.149,27-11-2025
SBI Small Cap Fund - Direct Plan - Growth,195.8555,26-11-2025
SBI Small Cap Fund - Direct Plan - Growth,194.2042,25-11-2025
SBI Small Cap Fund - Direct Plan - Growth,193.9092,24-11-2025
SBI Small Cap Fund - Direct Plan - Growth,194.2517,21-11-2025
SBI Small Cap Fund - Direct Plan - Growth,196.0732,20-11-2025
SBI Small Cap Fund - Direct Plan - Growth,196.528,19-11-2025
SBI Small Cap Fund - Direct Plan - Growth,196.9478,18-11-2025
SBI Small Cap Fund - Direct Plan - Growth,197.9212,17-11-2025
SBI Small Cap Fund - Direct Plan - Growth,197.0676,14-11-2025
SBI Small Cap Fund - Direct Plan - Growth,196.5465,13-11-2025
SBI Small Cap Fund - Direct Plan - Growth,196.884,12-11-2025
SBI Small Cap Fund - Direct Plan - Growth,196.4486,11-11-2025
SBI Small Cap Fund - Direct Plan - Growth,196.2451,10-11-2025
SBI Small Cap Fund - Direct Plan - Growth,197.315,07-11-2025
SBI Small Cap Fund - Direct Plan - Growth,197.8032,06-11-2025
SBI Small Cap Fund - Direct Plan - Growth,200.4678,04-11-2025
SBI Small Cap Fund - Direct Plan - Growth,200.9709,03-11-2025
SBI Small Cap Fund - Direct Plan - Growth,199.8234,31-10-2025
SBI Small Cap Fund - Direct Plan - Growth,200.5185,30-10-2025
SBI Small Cap Fund - Direct Plan - Growth,201.0375,29-10-2025
SBI Small Cap Fund - Direct Plan - Growth,200.6348,28-10-2025
SBI Small Cap Fund - Direct Plan - Growth,199.7965,27-10-2025
SBI Small Cap Fund - Direct Plan - Growth,198.4115,24-10-2025
SBI Small Cap Fund - Direct Plan - Growth,198.7521,23-10-2025
SBI Small Cap Fund - Direct Plan - Growth,197.5258,20-10-2025
SBI Small Cap Fund - Direct Plan - Growth,197.1075,17-10-2025
SBI Small Cap Fund - Direct Plan - Growth,196.9521,16-10-2025
SBI Small Cap Fund - Direct Plan - Growth,194.7,15-10-2025
SBI Small Cap Fund - Direct Plan - Growth,193.3975,14-10-2025
SBI Small Cap Fund - Direct Plan - Growth,194.5364,13-10-2025
SBI Small Cap Fund - Direct Plan - Growth,195.1185,10-10-2025
SBI Small Cap Fund - Direct Plan - Growth,195.0376,09-10-2025
SBI Small Cap Fund - Direct Plan - Growth,195.8587,08-10-2025
SBI Small Cap Fund - Direct Plan - Growth,196.4294,07-10-2025
SBI Small Cap Fund - Direct Plan - Growth,196.5483,06-10-2025
SBI Small Cap Fund - Direct Plan - Growth,196.2965,03-10-2025
SBI Small Cap Fund - Direct Plan - Growth,195.0856,01-10-2025
SBI Small Cap Fund - Direct Plan - Growth,193.8822,30-09-2025
SBI Small Cap Fund - Direct Plan - Growth,194.0973,26-09-2025
SBI Small Cap Fund - Direct Plan - Growth,197.3447,25-09-2025
SBI Small Cap Fund - Direct Plan - Growth,198.8861,24-09-2025
SBI Small Cap Fund - Direct Plan - Growth,199.4573,23-09-2025
SBI Small Cap Fund - Direct Plan - Growth,200.2539,22-09-2025
SBI Small Cap Fund - Direct Plan - Growth,201.306,19-09-2025
SBI Small Cap Fund - Direct Plan - Growth,201.5447,18-09-2025
SBI Small Cap Fund - Direct Plan - Growth,201.82,17-09-2025
SBI Small Cap Fund - Direct Plan - Growth,201.1795,16-09-2025
SBI Small Cap Fund - Direct Plan - Growth,200.0967,15-09-2025
SBI Small Cap Fund - Direct Plan - Growth,199.0716,12-09-2025
SBI Small Cap Fund - Direct Plan - Growth,198.9835,11-09-2025
SBI Small Cap Fund - Direct Plan - Growth,198.7075,10-09-2025
SBI Small Cap Fund - Direct Plan - Growth,198.2444,09-09-2025
SBI Small Cap Fund - Direct Plan - Growth,197.448,08-09-2025
SBI Small Cap Fund - Direct Plan - Growth,197.5939,05-09-2025
SBI Small Cap Fund - Direct Plan - Growth,197.6887,04-09-2025
SBI Small Cap Fund - Direct Plan - Growth,197.6325,03-09-2025
SBI Small Cap Fund - Direct Plan - Growth,196.2367,02-09-2025
SBI Small Cap Fund - Direct Plan - Growth,195.7343,01-09-2025
SBI Small Cap Fund - Direct Plan - Growth,193.7537,31-08-2025
SBI Small Cap Fund - Direct Plan - Growth,193.7532,29-08-2025
SBI Small Cap Fund - Direct Plan - Growth,194.4893,28-08-2025
SBI Small Cap Fund - Direct Plan - Growth,195.5946,26-08-2025
SBI Small Cap Fund - Direct Plan - Growth,198.7805,25-08-2025
SBI Small Cap Fund - Direct Plan - Growth,199.1156,22-08-2025
SBI Small Cap Fund - Direct Plan - Growth,200.0554,21-08-2025
SBI Small Cap Fund - Direct Plan - Growth,198.8477,20-08-2025
SBI Small Cap Fund - Direct Plan - Growth,198.0389,19-08-2025
SBI Small Cap Fund - Direct Plan - Growth,196.9203,18-08-2025
SBI Small Cap Fund - Direct Plan - Growth,193.4131,14-08-2025
SBI Small Cap Fund - Direct Plan - Growth,192.9222,13-08-2025
SBI Small Cap Fund - Direct Plan - Growth,192.705,12-08-2025
SBI Small Cap Fund - Direct Plan - Growth,193.1584,11-08-2025
SBI Small Cap Fund - Direct Plan - Growth,191.9575,08-08-2025
SBI Small Cap Fund - Direct Plan - Growth,193.0064,07-08-2025
SBI Small Cap Fund - Direct Plan - Growth,193.5756,06-08-2025
SBI Small Cap Fund - Direct Plan - Growth,194.9731,05-08-2025
SBI Small Cap Fund - Direct Plan - Growth,195.6536,04-08-2025
SBI Small Cap Fund - Direct Plan - Growth,194.9548,01-08-2025
SBI Small Cap Fund - Direct Plan - Growth,197.489,31-07-2025
SBI Small Cap Fund - Direct Plan - Growth,198.4508,30-07-2025
SBI Small Cap Fund - Direct Plan - Growth,197.8146,29-07-2025
SBI Small Cap Fund - Direct Plan - Growth,197.4629,28-07-2025
SBI Small Cap Fund - Direct Plan - Growth,199.4349,25-07-2025
SBI Small Cap Fund - Direct Plan - Growth,202.721,24-07-2025
SBI Small Cap Fund - Direct Plan - Growth,203.9043,23-07-2025
SBI Small Cap Fund - Direct Plan - Growth,203.3714,22-07-2025
SBI Small Cap Fund - Direct Plan - Growth,203.8028,21-07-2025
SBI Small Cap Fund - Direct Plan - Growth,204.0356,18-07-2025
SBI Small Cap Fund - Direct Plan - Growth,204.9043,17-07-2025
SBI Small Cap Fund - Direct Plan - Growth,203.6835,16-07-2025
SBI Small Cap Fund - Direct Plan - Growth,203.9268,15-07-2025
SBI Small Cap Fund - Direct Plan - Growth,202.0189,14-07-2025
SBI Small Cap Fund - Direct Plan - Growth,201.2606,11-07-2025
SBI Small Cap Fund - Direct Plan - Growth,201.5985,10-07-2025
SBI Small Cap Fund - Direct Plan - Growth,201.3287,09-07-2025
SBI Small Cap Fund - Direct Plan - Growth,200.4396,08-07-2025
SBI Small Cap Fund - Direct Plan - Growth,200.3235,07-07-2025
SBI Small Cap Fund - Direct Plan - Growth,200.6762,04-07-2025
SBI Small Cap Fund - Direct Plan - Growth,200.0186,03-07-2025
SBI Small Cap Fund - Direct Plan - Growth,199.3409,02-07-2025
SBI Small Cap Fund - Direct Plan - Growth,200.2672,01-07-2025
SBI Small Cap Fund - Direct Plan - Growth,200.3178,30-06-2025
SBI Small Cap Fund - Direct Plan - Growth,198.0688,27-06-2025
SBI Small Cap Fund - Direct Plan - Growth,197.2286,26-06-2025
SBI Small Cap Fund - Direct Plan - Growth,197.4405,25-06-2025
SBI Small Cap Fund - Direct Plan - Growth,194.4838,24-06-2025
SBI Small Cap Fund - Direct Plan - Growth,192.973,23-06-2025
SBI Small Cap Fund - Direct Plan - Growth,192.5872,20-06-2025
SBI Small Cap Fund - Direct Plan - Growth,192.1535,19-06-2025
SBI Small Cap Fund - Direct Plan - Growth,194.7498,18-06-2025
SBI Small Cap Fund - Direct Plan - Growth,194.4976,17-06-2025
SBI Small Cap Fund - Direct Plan - Growth,194.3117,16-06-2025
SBI Small Cap Fund - Direct Plan - Growth,193.8702,13-06-2025
SBI Small Cap Fund - Direct Plan - Growth,194.3159,12-06-2025
SBI Small Cap Fund - Direct Plan - Growth,196.3155,11-06-2025
SBI Small Cap Fund - Direct Plan - Growth,196.3203,10-06-2025
SBI Small Cap Fund - Direct Plan - Growth,196.2268,09-06-2025
SBI Small Cap Fund - Direct Plan - Growth,194.4367,06-06-2025
SBI Small Cap Fund - Direct Plan - Growth,193.4622,05-06-2025
SBI Small Cap Fund - Direct Plan - Growth,193.3241,04-06-2025
SBI Small Cap Fund - Direct Plan - Growth,193.3558,03-06-2025
SBI Small Cap Fund - Direct Plan - Growth,193.0141,02-06-2025
SBI Small Cap Fund - Direct Plan - Growth,192.6784,31-05-2025
SBI Small Cap Fund - Direct Plan - Growth,192.6772,30-05-2025
SBI Small Cap Fund - Direct Plan - Growth,192.4906,29-05-2025
SBI Small Cap Fund - Direct Plan - Growth,192.2322,28-05-2025
SBI Small Cap Fund - Direct Plan - Growth,191.6915,27-05-2025
SBI Small Cap Fund - Direct Plan - Growth,192.0116,26-05-2025
SBI Small Cap Fund - Direct Plan - Growth,190.7428,23-05-2025
SBI Small Cap Fund - Direct Plan - Growth,190.2297,22-05-2025
SBI Small Cap Fund - Direct Plan - Growth,190.2708,21-05-2025
SBI Small Cap Fund - Direct Plan - Growth,190.162,20-05-2025
SBI Small Cap Fund - Direct Plan - Growth,192.0015,19-05-2025
SBI Small Cap Fund - Direct Plan - Growth,190.5543,16-05-2025
SBI Small Cap Fund - Direct Plan - Growth,189.7716,15-05-2025
SBI Small Cap Fund - Direct Plan - Growth,188.3401,14-05-2025
SBI Small Cap Fund - Direct Plan - Growth,185.9199,13-05-2025
SBI Small Cap Fund - Direct Plan - Growth,185.5194,12-05-2025
SBI Small Cap Fund - Direct Plan - Growth,180.3079,09-05-2025
SBI Small Cap Fund - Direct Plan - Growth,181.2148,08-05-2025
SBI Small Cap Fund - Direct Plan - Growth,182.5147,07-05-2025
SBI Small Cap Fund - Direct Plan - Growth,180.8742,06-05-2025
SBI Small Cap Fund - Direct Plan - Growth,183.67,05-05-2025
SBI Small Cap Fund - Direct Plan - Growth,181.6763,02-05-2025
SBI Small Cap Fund - Direct Plan - Growth,181.8527,30-04-2025
SBI Small Cap Fund - Direct Plan - Growth,184.4749,29-04-2025
SBI Small Cap Fund - Direct Plan - Growth,184.7984,28-04-2025
SBI Small Cap Fund - Direct Plan - Growth,184.3892,25-04-2025
SBI Small Cap Fund - Direct Plan - Growth,187.4442,24-04-2025
SBI Small Cap Fund - Direct Plan - Growth,187.4918,23-04-2025
SBI Small Cap Fund - Direct Plan - Growth,187.4594,22-04-2025
SBI Small Cap Fund - Direct Plan - Growth,186.1086,21-04-2025
SBI Small Cap Fund - Direct Plan - Growth,183.494,17-04-2025
SBI Small Cap Fund - Direct Plan - Growth,182.6797,16-04-2025
SBI Small Cap Fund - Direct Plan - Growth,181.4688,15-04-2025
SBI Small Cap Fund - Direct Plan - Growth,177.359,11-04-2025
SBI Small Cap Fund - Direct Plan - Growth,173.4024,09-04-2025
SBI Small Cap Fund - Direct Plan - Growth,174.6198,08-04-2025
SBI Small Cap Fund - Direct Plan - Growth,171.893,07-04-2025
SBI Small Cap Fund - Direct Plan - Growth,176.8853,04-04-2025
SBI Small Cap Fund - Direct Plan - Growth,181.0205,03-04-2025
SBI Small Cap Fund - Direct Plan - Growth,180.504,02-04-2025
SBI Small Cap Fund - Direct Plan - Growth,178.3073,01-04-2025
SBI Small Cap Fund - Direct Plan - Growth,178.5628,31-03-2025
SBI Small Cap Fund - Direct Plan - Growth,178.5548,28-03-2025
SBI Small Cap Fund - Direct Plan - Growth,178.6535,27-03-2025
SBI Small Cap Fund - Direct Plan - Growth,178.8617,26-03-2025
SBI Small Cap Fund - Direct Plan - Growth,181.1499,25-03-2025
SBI Small Cap Fund - Direct Plan - Growth,181.6626,24-03-2025
SBI Small Cap Fund - Direct Plan - Growth,179.8765,21-03-2025
SBI Small Cap Fund - Direct Plan - Growth,177.2546,20-03-2025
SBI Small Cap Fund - Direct Plan - Growth,176.277,19-03-2025
SBI Small Cap Fund - Direct Plan - Growth,174.3065,18-03-2025
SBI Small Cap Fund - Direct Plan - Growth,170.8415,17-03-2025
SBI Small Cap Fund - Direct Plan - Growth,170.4454,13-03-2025
SBI Small Cap Fund - Direct Plan - Growth,170.9127,12-03-2025
SBI Small Cap Fund - Direct Plan - Growth,170.8118,11-03-2025
SBI Small Cap Fund - Direct Plan - Growth,171.8878,10-03-2025
SBI Small Cap Fund - Direct Plan - Growth,173.6464,07-03-2025
SBI Small Cap Fund - Direct Plan - Growth,173.0546,06-03-2025
SBI Small Cap Fund - Direct Plan - Growth,170.5378,05-03-2025
SBI Small Cap Fund - Direct Plan - Growth,167.4144,04-03-2025
SBI Small Cap Fund - Direct Plan - Growth,166.5363,03-03-2025
SBI Small Cap Fund - Direct Plan - Growth,167.2753,28-02-2025
SBI Small Cap Fund - Direct Plan - Growth,169.2761,27-02-2025
SBI Small Cap Fund - Direct Plan - Growth,170.5772,25-02-2025
SBI Small Cap Fund - Direct Plan - Growth,171.0281,24-02-2025
SBI Small Cap Fund - Direct Plan - Growth,173.194,21-02-2025
SBI Small Cap Fund - Direct Plan - Growth,173.7251,20-02-2025
SBI Small Cap Fund - Direct Plan - Growth,172.8542,19-02-2025
SBI Small Cap Fund - Direct Plan - Growth,170.6351,18-02-2025
SBI Small Cap Fund - Direct Plan - Growth,172.6017,17-02-2025
SBI Small Cap Fund - Direct Plan - Growth,173.7027,14-02-2025
SBI Small Cap Fund - Direct Plan - Growth,177.2214,13-02-2025
SBI Small Cap Fund - Direct Plan - Growth,178.0673,12-02-2025
SBI Small Cap Fund - Direct Plan - Growth,178.8097,11-02-2025
SBI Small Cap Fund - Direct Plan - Growth,183.4947,10-02-2025
SBI Small Cap Fund - Direct Plan - Growth,186.6001,07-02-2025
SBI Small Cap Fund - Direct Plan - Growth,188.2236,06-02-2025
SBI Small Cap Fund - Direct Plan - Growth,188.0012,05-02-2025
SBI Small Cap Fund - Direct Plan - Growth,187.7402,04-02-2025
SBI Small Cap Fund - Direct Plan - Growth,186.5887,03-02-2025
SBI Small Cap Fund - Direct Plan - Growth,185.8927,31-01-2025
SBI Small Cap Fund - Direct Plan - Growth,183.9481,30-01-2025
SBI Small Cap Fund - Direct Plan - Growth,184.474,29-01-2025
SBI Small Cap Fund - Direct Plan - Growth,179.9981,28-01-2025
SBI Small Cap Fund - Direct Plan - Growth,181.1505,27-01-2025
SBI Small Cap Fund - Direct Plan - Growth,184.8357,24-01-2025
SBI Small Cap Fund - Direct Plan - Growth,187.6026,23-01-2025
SBI Small Cap Fund - Direct Plan - Growth,186.9925,22-01-2025
SBI Small Cap Fund - Direct Plan - Growth,189.0302,21-01-2025
SBI Small Cap Fund - Direct Plan - Growth,191.8699,20-01-2025
SBI Small Cap Fund - Direct Plan - Growth,190.5474,17-01-2025
SBI Small Cap Fund - Direct Plan - Growth,191.5461,16-01-2025
SBI Small Cap Fund - Direct Plan - Growth,190.2908,15-01-2025
SBI Small Cap Fund - Direct Plan - Growth,189.4394,14-01-2025
SBI Small Cap Fund - Direct Plan - Growth,187.9708,13-01-2025
SBI Small Cap Fund - Direct Plan - Growth,194.0951,10-01-2025
SBI Small Cap Fund - Direct Plan - Growth,197.3978,09-01-2025
SBI Small Cap Fund - Direct Plan - Growth,199.1083,08-01-2025
SBI Small Cap Fund - Direct Plan - Growth,201.51,07-01-2025
SBI Small Cap Fund - Direct Plan - Growth,199.9325,06-01-2025
SBI Small Cap Fund - Direct Plan - Growth,204.7473,03-01-2025
SBI Small Cap Fund - Direct Plan - Growth,204.958,02-01-2025
SBI Small Cap Fund - Direct Plan - Growth,204.0133,01-01-2025
SBI Small Cap Fund - Direct Plan - Growth,202.025,31-12-2024
SBI Small Cap Fund - Direct Plan - Growth,200.9474,30-12-2024
SBI Small Cap Fund - Direct Plan - Growth,202.2744,27-12-2024
SBI Small Cap Fund - Direct Plan - Growth,201.1712,26-12-2024
SBI Small Cap Fund - Direct Plan - Growth,201.9117,24-12-2024
SBI Small Cap Fund - Direct Plan - Growth,201.8235,23-12-2024
SBI Small Cap Fund - Direct Plan - Growth,203.8639,20-12-2024
SBI Small Cap Fund - Direct Plan - Growth,208.1814,19-12-2024
SBI Small Cap Fund - Direct Plan - Growth,208.9039,18-12-2024
SBI Small Cap Fund - Direct Plan - Growth,209.149,17-12-2024
SBI Small Cap Fund - Direct Plan - Growth,209.9361,16-12-2024
SBI Small Cap Fund - Direct Plan - Growth,209.4705,13-12-2024
SBI Small Cap Fund - Direct Plan - Growth,209.1364,12-12-2024
SBI Small Cap Fund - Direct Plan - Growth,210.4887,11-12-2024
SBI Small Cap Fund - Direct Plan - Growth,210.1936,10-12-2024
SBI Small Cap Fund - Direct Plan - Growth,209.1188,09-12-2024
SBI Small Cap Fund - Direct Plan - Growth,207.7793,06-12-2024
SBI Small Cap Fund - Direct Plan - Growth,206.9634,05-12-2024
SBI Small Cap Fund - Direct Plan - Growth,206.8799,04-12-2024
SBI Small Cap Fund - Direct Plan - Growth,205.6142,03-12-2024
SBI Small Cap Fund - Direct Plan - Growth,203.0662,02-12-2024
SBI Small Cap Fund - Direct Plan - Growth,203.2306,30-11-2024
SBI Small Cap Fund - Direct Plan - Growth,203.2298,29-11-2024
SBI Small Cap Fund - Direct Plan - Growth,202.2046,28-11-2024
SBI Small Cap Fund - Direct Plan - Growth,202.2303,27-11-2024
SBI Small Cap Fund - Direct Plan - Growth,201.5981,26-11-2024
SBI Small Cap Fund - Direct Plan - Growth,201.2427,25-11-2024
SBI Small Cap Fund - Direct Plan - Growth,196.9679,22-11-2024
SBI Small Cap Fund - Direct Plan - Growth,196.0174,21-11-2024
SBI Small Cap Fund - Direct Plan - Growth,196.9149,19-11-2024
SBI Small Cap Fund - Direct Plan - Growth,194.9632,18-11-2024
SBI Small Cap Fund - Direct Plan - Growth,195.8825,14-11-2024
SBI Small Cap Fund - Direct Plan - Growth,194.6035,13-11-2024
SBI Small Cap Fund - Direct Plan - Growth,198.665,12-11-2024
SBI Small Cap Fund - Direct Plan - Growth,201.1783,11-11-2024
SBI Small Cap Fund - Direct Plan - Growth,202.8558,08-11-2024
SBI Small Cap Fund - Direct Plan - Growth,204.9185,07-11-2024
SBI Small Cap Fund - Direct Plan - Growth,205.5932,06-11-2024
SBI Small Cap Fund - Direct Plan - Growth,203.8845,05-11-2024
SBI Small Cap Fund - Direct Plan - Growth,204.1821,04-11-2024
SBI Small Cap Fund - Direct Plan - Growth,204.7065,31-10-2024
SBI Small Cap Fund - Direct Plan - Growth,201.17,30-10-2024
SBI Small Cap Fund - Direct Plan - Growth,199.6621,29-10-2024
SBI Small Cap Fund - Direct Plan - Growth,198.762,28-10-2024
SBI Small Cap Fund - Direct Plan - Growth,199.0257,25-10-2024
SBI Small Cap Fund - Direct Plan - Growth,202.3794,24-10-2024
SBI Small Cap Fund - Direct Plan - Growth,204.1604,23-10-2024
SBI Small Cap Fund - Direct Plan - Growth,204.119,22-10-2024
SBI Small Cap Fund - Direct Plan - Growth,209.1812,21-10-2024
SBI Small Cap Fund - Direct Plan - Growth,212.4258,18-10-2024
SBI Small Cap Fund - Direct Plan - Growth,212.5836,17-10-2024
SBI Small Cap Fund - Direct Plan - Growth,214.6138,16-10-2024
SBI Small Cap Fund - Direct Plan - Growth,214.6767,15-10-2024
SBI Small Cap Fund - Direct Plan - Growth,212.7061,14-10-2024
SBI Small Cap Fund - Direct Plan - Growth,211.8682,11-10-2024
SBI Small Cap Fund - Direct Plan - Growth,211.2075,10-10-2024
SBI Small Cap Fund - Direct Plan - Growth,211.4618,09-10-2024
SBI Small Cap Fund - Direct Plan - Growth,209.7125,08-10-2024
SBI Small Cap Fund - Direct Plan - Growth,205.9307,07-10-2024
SBI Small Cap Fund - Direct Plan - Growth,210.645,04-10-2024
SBI Small Cap Fund - Direct Plan - Growth,211.1073,03-10-2024
SBI Small Cap Fund - Direct Plan - Growth,214.2759,01-10-2024
SBI Small Cap Fund - Direct Plan - Growth,213.8541,30-09-2024
SBI Small Cap Fund - Direct Plan - Growth,213.8245,27-09-2024
SBI Small Cap Fund - Direct Plan - Growth,212.393,26-09-2024
SBI Small Cap Fund - Direct Plan - Growth,213.2071,25-09-2024
SBI Small Cap Fund - Direct Plan - Growth,212.9454,24-09-2024
SBI Small Cap Fund - Direct Plan - Growth,213.6607,23-09-2024
SBI Small Cap Fund - Direct Plan - Growth,212.0753,20-09-2024
SBI Small Cap Fund - Direct Plan - Growth,211.2903,19-09-2024
SBI Small Cap Fund - Direct Plan - Growth,212.1974,18-09-2024
SBI Small Cap Fund - Direct Plan - Growth,212.8713,17-09-2024
SBI Small Cap Fund - Direct Plan - Growth,213.118,16-09-2024
SBI Small Cap Fund - Direct Plan - Growth,212.6824,13-09-2024
SBI Small Cap Fund - Direct Plan - Growth,211.2842,12-09-2024
SBI Small Cap Fund - Direct Plan - Growth,210.1111,11-09-2024
SBI Small Cap Fund - Direct Plan - Growth,211.8353,10-09-2024
SBI Small Cap Fund - Direct Plan - Growth,208.709,09-09-2024
SBI Small Cap Fund - Direct Plan - Growth,209.5018,06-09-2024
SBI Small Cap Fund - Direct Plan - Growth,210.0836,05-09-2024
SBI Small Cap Fund - Direct Plan - Growth,208.9043,04-09-2024
SBI Small Cap Fund - Direct Plan - Growth,209.171,03-09-2024
SBI Small Cap Fund - Direct Plan - Growth,208.3113,02-09-2024
SBI Small Cap Fund - Direct Plan - Growth,208.4167,31-08-2024
SBI Small Cap Fund - Direct Plan - Growth,208.4168,30-08-2024
SBI Small Cap Fund - Direct Plan - Growth,207.0499,29-08-2024
SBI Small Cap Fund - Direct Plan - Growth,207.8987,28-08-2024
SBI Small Cap Fund - Direct Plan - Growth,207.4904,27-08-2024
SBI Small Cap Fund - Direct Plan - Growth,206.7864,26-08-2024
SBI Small Cap Fund - Direct Plan - Growth,206.3889,23-08-2024
SBI Small Cap Fund - Direct Plan - Growth,206.1419,22-08-2024
SBI Small Cap Fund - Direct Plan - Growth,205.6904,21-08-2024
SBI Small Cap Fund - Direct Plan - Growth,204.2778,20-08-2024
SBI Small Cap Fund - Direct Plan - Growth,204.1016,19-08-2024
SBI Small Cap Fund - Direct Plan - Growth,202.8471,16-08-2024
SBI Small Cap Fund - Direct Plan - Growth,200.5532,14-08-2024
SBI Small Cap Fund - Direct Plan - Growth,201.6101,13-08-2024
SBI Small Cap Fund - Direct Plan - Growth,202.1742,12-08-2024
SBI Small Cap Fund - Direct Plan - Growth,201.5699,09-08-2024
SBI Small Cap Fund - Direct Plan - Growth,201.0925,08-08-2024
SBI Small Cap Fund - Direct Plan - Growth,202.0034,07-08-2024
SBI Small Cap Fund - Direct Plan - Growth,199.0114,06-08-2024
SBI Small Cap Fund - Direct Plan - Growth,199.5619,05-08-2024
SBI Small Cap Fund - Direct Plan - Growth,206.2035,02-08-2024
SBI Small Cap Fund - Direct Plan - Growth,207.8403,01-08-2024
SBI Small Cap Fund - Direct Plan - Growth,208.4358,31-07-2024
SBI Small Cap Fund - Direct Plan - Growth,208.6912,30-07-2024
SBI Small Cap Fund - Direct Plan - Growth,208.2548,29-07-2024
SBI Small Cap Fund - Direct Plan - Growth,205.4205,26-07-2024
SBI Small Cap Fund - Direct Plan - Growth,203.7419,25-07-2024
SBI Small Cap Fund - Direct Plan - Growth,204.4677,24-07-2024
SBI Small Cap Fund - Direct Plan - Growth,201.7018,23-07-2024
SBI Small Cap Fund - Direct Plan - Growth,202.0355,22-07-2024
SBI Small Cap Fund - Direct Plan - Growth,200.7347,19-07-2024
SBI Small Cap Fund - Direct Plan - Growth,203.6047,18-07-2024
SBI Small Cap Fund - Direct Plan - Growth,204.6439,16-07-2024
SBI Small Cap Fund - Direct Plan - Growth,204.2651,15-07-2024
SBI Small Cap Fund - Direct Plan - Growth,204.3766,12-07-2024
SBI Small Cap Fund - Direct Plan - Growth,205.3326,11-07-2024
SBI Small Cap Fund - Direct Plan - Growth,204.005,10-07-2024
SBI Small Cap Fund - Direct Plan - Growth,204.7434,09-07-2024
SBI Small Cap Fund - Direct Plan - Growth,203.9505,08-07-2024
SBI Small Cap Fund - Direct Plan - Growth,204.8921,05-07-2024
SBI Small Cap Fund - Direct Plan - Growth,203.5723,04-07-2024
SBI Small Cap Fund - Direct Plan - Growth,202.9049,03-07-2024
SBI Small Cap Fund - Direct Plan - Growth,200.5912,02-07-2024
SBI Small Cap Fund - Direct Plan - Growth,200.4556,01-07-2024
SBI Small Cap Fund - Direct Plan - Growth,197.8755,30-06-2024
SBI Small Cap Fund - Direct Plan - Growth,197.8746,28-06-2024
SBI Small Cap Fund - Direct Plan - Growth,197.541,27-06-2024
SBI Small Cap Fund - Direct Plan - Growth,198.6826,26-06-2024
SBI Small Cap Fund - Direct Plan - Growth,199.2888,25-06-2024
SBI Small Cap Fund - Direct Plan - Growth,198.9645,24-06-2024
SBI Small Cap Fund - Direct Plan - Growth,198.8453,21-06-2024
SBI Small Cap Fund - Direct Plan - Growth,198.7321,20-06-2024
SBI Small Cap Fund - Direct Plan - Growth,197.8645,19-06-2024
